RegioNaam;RegioCode;RegioUitslag;Partij;AantalStemmen;AantalZetels
Nederland;L528;;Partij voor Mens en Spirit (MenS) - J.T. (Hans) van Steenbergen;232;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - R. (Ruud) Verdonk;213;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - F.W. (Ferdinand) Zanda;194;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - P.C.M. (Pauline) Laumans;163;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - P.J. (Peter) Hendriksen;149;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - B.J.M. (Bianca) Fens;138;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - A.P.H. (Anna) van der Heijden;137;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - T.A. (Trix) Kruger;129;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - R. (Rilana) Hyndycz;119;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - J.M.H. (Jos) Gulikers;115;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - J.C.A. (Jan) Razenberg;110;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - L.F. (Louis) Bervoets;108;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - M.H.M. (Mahmoud) Ibrahim;96;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - A.S. (Alja) Hoeksema;89;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - J.M.A. (Janine) van Twist;77;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - B. (Baukje) Simons;73;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - V.E. (Vera) Koenen;72;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - R. (Ron) Houweling;70;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - S. (Sayma) Kuipers;59;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - M. (Menno) Laaning;48;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - W.A. (Wayne) Mosher;48;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - L. (Laura) Greijn;46;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - P. (Patrick) Sakes;46;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - D. (Dick) Westra;45;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - P.H.J. (Peter) den Boer;44;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - S.T.P.L. (Sung) Bruijnen;41;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - H.A.P. (Rieky) Peeters;40;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - R.M.M. (Robert) Greuter;38;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - T.R.M. (Micha) Kuiper;37;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - R.A. (Roelof) Timmer;36;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - A.H. (Arend) Lammertink;34;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - R.V. (Rascha) Wisse;32;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - I.M. (Ingmar) Deenen;15;
Nederland;L528;;SOPN;12982;
Nederland;L528;;SOPN - J.H. (Johan) Oldenkamp;9636;
Nederland;L528;;SOPN - J.H. (Hanneke) Bijl;736;
Nederland;L528;;SOPN - A. (Anton) Teuben;251;
Nederland;L528;;SOPN - G.J.H. (Geert) Vousten;148;
Nederland;L528;;SOPN - A. (André) Lasut;131;
Nederland;L528;;SOPN - M. (Maarten) Horst;97;
Nederland;L528;;SOPN - E. (Elbert) Westerbeek;93;
Nederland;L528;;SOPN - G. (Gaby) van Wijlen;90;
Nederland;L528;;SOPN - P.W. (Paul) Baltink;90;
Nederland;L528;;SOPN - J.G.M. (Jan) van der Gragt;83;
Nederland;L528;;SOPN - S. (Shahir) Eshaqzai;82;
Nederland;L528;;SOPN - W.M.A. (Wilma) Verberk;67;
Nederland;L528;;SOPN - J. (Jeroen) Arents;64;
Nederland;L528;;SOPN - T.D. (Tabitha) Wasbauer;62;
Nederland;L528;;SOPN - H.C. (Cathalijne) Zoete;53;
Nederland;L528;;SOPN - Y.M. (Yvonne) Smit;53;
Nederland;L528;;SOPN - E.J.M. (Lisette) van Rooij;52;
Nederland;L528;;SOPN - I.M. (Ilse) Huberts-Donker;48;
Nederland;L528;;SOPN - M. (Melvin) Botermans;46;
Nederland;L528;;SOPN - A.C.M. (Nynke) Muntendam;42;
Nederland;L528;;SOPN - G.A.D. (Gideon) Leupen;42;
Nederland;L528;;SOPN - R.M. (Rob) Brockhus;40;
Nederland;L528;;SOPN - C.K.A. (Charlotte) Stroosnijder;39;
Nederland;L528;;SOPN - B.P.J. (Bea) van Kessel;37;
Nederland;L528;;SOPN - J. (Jan) van Groenewoud;37;
Nederland;L528;;SOPN - R.M. (Gil) Lont;37;
Nederland;L528;;SOPN - S.Y. (Sible) Brandsma;37;
Nederland;L528;;SOPN - J.A.A. (Sjaak) Bruijsten;36;
Nederland;L528;;SOPN - M. (Marijke) Kattenberg-Toet;36;
Nederland;L528;;SOPN - F.M. (Farida) Gillot;33;
Nederland;L528;;SOPN - S.G. (Syne) Fonk;30;
Nederland;L528;;SOPN - G. (Geert-Jan) van der Wolf;28;
Nederland;L528;;SOPN - H.G. (Helen) Smit;27;
Nederland;L528;;SOPN - R.J.D. (Richard) Beems;26;
Nederland;L528;;SOPN - C. (Camiel) Anjema;25;
Nederland;L528;;SOPN - J.J. (Jaco) van Dieren;25;
Nederland;L528;;SOPN - G.W.P. (Gerry) Zaremba;24;
Nederland;L528;;SOPN - H. (Henk) de Wilde;24;
Nederland;L528;;SOPN - C.J. (Kees) van Wegen;23;
Nederland;L528;;SOPN - M. (Mylène) Höhle;23;
Nederland;L528;;SOPN - E.G.M.H. (Lianne) Hermers;22;
Nederland;L528;;SOPN - J.W. (Jora) Matthijsen;22;
Nederland;L528;;SOPN - J.T.L. (John) Rijkens;20;
Nederland;L528;;SOPN - C.J. (Kees) de Zeeuw;19;
Nederland;L528;;SOPN - R. (Richard) Beusink;19;
Nederland;L528;;SOPN - J. (Jan) Krop;18;
Nederland;L528;;SOPN - L.A.P. (Laurens) Wouters;18;
Nederland;L528;;SOPN - A.M.L. (Ad) van Rooij;17;
Nederland;L528;;SOPN - T.G.H. (Theo) Burchartz;17;
Nederland;L528;;SOPN - L.P.D. (Paco) van de Plasse;16;
Nederland;L528;;SOPN - M.A.M. (Maurice) Wasbauer;16;
Nederland;L528;;SOPN - M.F. (Menno) Rosenboom;15;
Nederland;L528;;SOPN - R. (Ralph) Schippers;15;
Nederland;L528;;SOPN - A.P. (Arthur) van den Anker;14;
Nederland;L528;;SOPN - P.P.M. (Petra) Selis;14;
Nederland;L528;;SOPN - D.G. (Danny) van Tienen;13;
Nederland;L528;;SOPN - H.G. (Rene) Strobos;13;
Nederland;L528;;SOPN - J.F.B. (Frank) de Graaf;12;
Nederland;L528;;SOPN - M.R.G.W. (Marjo) van den Heuvel;12;
Nederland;L528;;SOPN - O.S. (Omar) Iskandarani;12;
Nederland;L528;;SOPN - P.F.M. (Pierre) Schreuder;12;
Nederland;L528;;SOPN - R. (Roy) Leenders;12;
Nederland;L528;;SOPN - A. (Auktje) Veldhuis;10;
Nederland;L528;;SOPN - H. (Henk) Fitters;10;
Nederland;L528;;SOPN - K.K. (Kaspar) Hakkesteegt;10;
Nederland;L528;;SOPN - M. (Michel) Vitaliti;8;
Nederland;L528;;SOPN - D. (Dimfy) van Liempd;7;
Nederland;L528;;SOPN - M.C. (Chris) Heidotting;7;
Nederland;L528;;SOPN - P. (Pascal) Dolleman;6;
Nederland;L528;;SOPN - S.M. (Sybelle) Bezemer;6;
Nederland;L528;;SOPN - M.F.E. (Michael) Wuhl;4;
Nederland;L528;;SOPN - M.J.M. (Gretha) Muller-Beukeveld;4;
Nederland;L528;;SOPN - E. (Bert) Dalman;3;
Nederland;L528;;SOPN - L. (Linda) van de Bildt;3;
Nederland;L528;;SOPN - M.G.A. (Mayk) Hoekman;3;
Nederland;L528;;SOPN - R.H. (Rinaldo) Ekhorst;0;
Nederland;L528;;Partij van de Toekomst (PvdT);8194;
Nederland;L528;;Partij van de Toekomst (PvdT) - J.C.W.M. (Johan) Vlemmix;5453;
Nederland;L528;;Partij van de Toekomst (PvdT) - J.A.C. (Jolanda) Verburg;464;
Nederland;L528;;Partij van de Toekomst (PvdT) - H.A. (Erik) Schampers;409;
Nederland;L528;;Partij van de Toekomst (PvdT) - B. (Mischa) Martherus;365;
Nederland;L528;;Partij van de Toekomst (PvdT) - H.J. (Helen) Roeten;151;
Nederland;L528;;Partij van de Toekomst (PvdT) - K.A. (Khalid Ahmed) Chaudry;141;
Nederland;L528;;Partij van de Toekomst (PvdT) - M.M. (Monique) Sparla;123;
Nederland;L528;;Partij van de Toekomst (PvdT) - T. (Theo) Jansen;103;
Nederland;L528;;Partij van de Toekomst (PvdT) - S.M. (Manon) Goslinga;102;
Nederland;L528;;Partij van de Toekomst (PvdT) - C.J.A. (Chris) Hellenbrand;101;
Nederland;L528;;Partij van de Toekomst (PvdT) - C.H. (Henrick) Fabius;100;
Nederland;L528;;Partij van de Toekomst (PvdT) - D.M.H. (Dyana) Hoedemaker;90;
Nederland;L528;;Partij van de Toekomst (PvdT) - G. (Gerda) Petersen;88;
Nederland;L528;;Partij van de Toekomst (PvdT) - J. (Jos) Bron;73;
Nederland;L528;;Partij van de Toekomst (PvdT) - M.J. (Martin) van Leeuwen;63;
Nederland;L528;;Partij van de Toekomst (PvdT) - W.G.M. (Wendy) Smits;58;
Nederland;L528;;Partij van de Toekomst (PvdT) - D.J. (David) Berg;48;
Nederland;L528;;Partij van de Toekomst (PvdT) - J.H.G. (Han) Altena;47;
Nederland;L528;;Partij van de Toekomst (PvdT) - D. (Dick) de Groot;46;
Nederland;L528;;Partij van de Toekomst (PvdT) - E.H.O. (Evert-Herman) Veenhuizen;46;
Nederland;L528;;Partij van de Toekomst (PvdT) - J.G.M. (Ans) Schmitz-Broeren;44;
Nederland;L528;;Partij van de Toekomst (PvdT) - H.R.M.P. (Ron) Smit;42;
Nederland;L528;;Partij van de Toekomst (PvdT) - C.H.M. (Carlo) van Kuijck;27;
Nederland;L528;;Partij van de Toekomst (PvdT) - B. (Ben) Crouwel;10;
Nederland;L528;;Democratisch Politiek Keerpunt DPK;7363;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - H. Brinkman;5679;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J. Winters;237;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - R.D. Strijk;135;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.A.M. Arntz;78;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - A. van der Velde;76;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.F.M. van Puijenbroek;65;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - H.B. van Schepen;58;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - R.G.J. Reker;57;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - C.A. Hottentot;55;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - B. Groos;52;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - D.J. Keijser;52;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - P.M. van Benten;47;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - P.O. Plantinga;42;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - C.P. Pater;39;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - M.L. Hagen;39;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.M.G. Stevens;34;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - A.G.H.M. Lammertink;32;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - H. van Zielst;32;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - N.D. Bakker;32;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - A.J.B. Geurtz;31;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - F.G. van Wijnen;29;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - H.J.M. Poppelier;27;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - H.D. Baldwin;24;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.W. Muijs;24;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - T.W.A. Reijnen;24;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - M.M.M. Wiedijk;23;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.J. van der Starre;20;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - S.J.M. Driesen;20;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - D.F.M. Dubois-Veenhuis;19;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.C.P. van Gorp;19;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - G. Bakker;18;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - R.L.H. Haarsma;18;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - C.C.A. Boxma-Heij;17;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - M.E. Boersma;17;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - A.P.D. van den Raadt;16;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.J. Havik-Schaft;16;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.G.E. Keetels;15;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - S.T.T. Jonkergouw;14;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - G.W. Husmans;13;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - R.G. Bol;13;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - W.J. Jongenelis;13;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - J.L. van Aert;12;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - P. Schilt;12;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - A.A.A. Jansen;11;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - M.M. Kokshoorn;11;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - R.P. van der Zee;11;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - L.T. Klinkert;10;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - A.E.G. de Jong;9;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - M.M. van Wijnen-Barendregt;8;
Nederland;L528;;Democratisch Politiek Keerpunt DPK - T.S. Scargo;8;
Nederland;L528;;Libertarische Partij (LP);4163;
Nederland;L528;;Libertarische Partij (LP) - T.T.A.J. (Toine) Manders;2716;
Nederland;L528;;Libertarische Partij (LP) - K.P.G.H. (Kim) Winkelaar;181;
Nederland;L528;;Libertarische Partij (LP) - W.Q. (Quintus) Backhuijs;146;
Nederland;L528;;Libertarische Partij (LP) - V.L. (Victor) van der Sterren;86;
Nederland;L528;;Libertarische Partij (LP) - K. (Kim) Tjoa;71;
Nederland;L528;;Libertarische Partij (LP) - H. (Harry) van Dijken;69;
Nederland;L528;;Libertarische Partij (LP) - B. (Bart) Voorn;57;
Nederland;L528;;Libertarische Partij (LP) - M. (Marjan) Wijbenga;55;
Nederland;L528;;Libertarische Partij (LP) - F.P.J. (Frank) Karsten;49;
Nederland;L528;;Libertarische Partij (LP) - R.H. (René) Hartman;41;
Nederland;L528;;Libertarische Partij (LP) - S. (Sujatha) de Poel;41;
Nederland;L528;;Libertarische Partij (LP) - R. (Ronald) Bijl;37;
Nederland;L528;;Libertarische Partij (LP) - G.A. (Anthony) Katgert;35;
Nederland;L528;;Libertarische Partij (LP) - A.P. (Albert) Spits;32;
Nederland;L528;;Libertarische Partij (LP) - M.A. (Mik) Brokke;32;
Nederland;L528;;Libertarische Partij (LP) - Y.J.S. (Yernaz) Ramautarsing;32;
Nederland;L528;;Libertarische Partij (LP) - H.R. (Henry) Sturman;28;
Nederland;L528;;Libertarische Partij (LP) - P.C. (Peter) Dijkstra;26;
Nederland;L528;;Libertarische Partij (LP) - A. (Kader) el Oufir;25;
Nederland;L528;;Libertarische Partij (LP) - I. (Imre) Wessels;24;
Nederland;L528;;Libertarische Partij (LP) - M. (Mario) Aandewiel;24;
Nederland;L528;;Libertarische Partij (LP) - S. (Simone) Pailer;24;
Nederland;L528;;Libertarische Partij (LP) - R. (Ron) Arends;23;
Nederland;L528;;Libertarische Partij (LP) - M.G. (Mels) de Zeeuw;21;
Nederland;L528;;Libertarische Partij (LP) - H. (Hendrik) Brouwer;20;
Nederland;L528;;Libertarische Partij (LP) - H. (Riekus) de Poel;19;
Nederland;L528;;Libertarische Partij (LP) - L.C. (Lennart) de Winter;18;
Nederland;L528;;Libertarische Partij (LP) - H.J. (Herma) Beune;17;
Nederland;L528;;Libertarische Partij (LP) - S.F.P. (Pallieter) Koopmans;17;
Nederland;L528;;Libertarische Partij (LP) - C. (Corné) van Straten;16;
Nederland;L528;;Libertarische Partij (LP) - H.J.J.G. (Hein) Dauven;16;
Nederland;L528;;Libertarische Partij (LP) - M.C.A. (Marina) Mosink;16;
Nederland;L528;;Libertarische Partij (LP) - A.H.J. (Arthur) van der Linden;14;
Nederland;L528;;Libertarische Partij (LP) - F.J.S. (Frans) Wijgergangs;14;
Nederland;L528;;Libertarische Partij (LP) - J.J. (Jeroen) van Driel;13;
Nederland;L528;;Libertarische Partij (LP) - K.A. (Karel) Beckman;13;
Nederland;L528;;Libertarische Partij (LP) - P.C.R. (Peter) Beukelman;13;
Nederland;L528;;Libertarische Partij (LP) - L.W. (Leendert) Ambtman;12;
Nederland;L528;;Libertarische Partij (LP) - K.J.M. (Karel) Knispel;10;
Nederland;L528;;Libertarische Partij (LP) - M.A. (Marian Aletta) Does;9;
Nederland;L528;;Libertarische Partij (LP) - L.C. (Lukas) Teijema;8;
Nederland;L528;;Libertarische Partij (LP) - L.J.W.R. (Luc) van der Stegen;8;
Nederland;L528;;Libertarische Partij (LP) - P.A. (Peter) Croughs;6;
Nederland;L528;;Libertarische Partij (LP) - H.J.A.M. (Harry) Stulemeijer;5;
Nederland;L528;;Libertarische Partij (LP) - M.J. (Max) Nuijens;5;
Nederland;L528;;Libertarische Partij (LP) - P.O. (Pascal) Elzinga;5;
Nederland;L528;;Libertarische Partij (LP) - R.J. (Rob) van Glabbeek;5;
Nederland;L528;;Libertarische Partij (LP) - J.R. (Joep) van Dijken;4;
Nederland;L528;;Libertarische Partij (LP) - D.J. (Diederik) Sakkers;3;
Nederland;L528;;Libertarische Partij (LP) - J.O. (Otto) Vrijhof;2;
Nederland;L528;;Nederland Lokaal;2842;
Nederland;L528;;Nederland Lokaal - A.J. (Ton) Schijvenaars;1025;
Nederland;L528;;Nederland Lokaal - A.J.P. (Peter) van Vlaanderen;161;
Nederland;L528;;Nederland Lokaal - M.J. (Mariska) Sloot;150;
Nederland;L528;;Nederland Lokaal - E.M. (Mostafa) Abbou;119;
Nederland;L528;;Nederland Lokaal - J.P.E.M. (Jean-Paul) Hageman;108;
Nederland;L528;;Nederland Lokaal - R.A. (Ron) de Haan;104;
Nederland;L528;;Nederland Lokaal - D.L. (Dirk) Willink;88;
Nederland;L528;;Nederland Lokaal - E.K. (Khalid) Ramdani;86;
Nederland;L528;;Nederland Lokaal - T.J.G. (Dirk) Tuithof;72;
Nederland;L528;;Nederland Lokaal - C.H. (Casper) Kloos;57;
Nederland;L528;;Nederland Lokaal - L.H. (Hedy) Kaufmann;55;
Nederland;L528;;Nederland Lokaal - J.M. (Jan) de Koning;49;
Nederland;L528;;Nederland Lokaal - J.R. (John) Kolenbrander;48;
Nederland;L528;;Nederland Lokaal - C.H.A. (Kees) van Pelt;46;
Nederland;L528;;Nederland Lokaal - H.A. (Hendrie) van Assem;46;
Nederland;L528;;Nederland Lokaal - S. (Sierd) de Boer;45;
Nederland;L528;;Nederland Lokaal - S.H.H. (Sonja) Schreuder;44;
Nederland;L528;;Nederland Lokaal - E.W.J.B.I. (Emma) Kraak;42;
Nederland;L528;;Nederland Lokaal - B.G. (Bert) Euser;40;
Nederland;L528;;Nederland Lokaal - E.M.H.H. (Maan) Arkenbosch;39;
Nederland;L528;;Nederland Lokaal - H.C.A. (Henriëtte) Verouden-Berens;36;
Nederland;L528;;Nederland Lokaal - T.H. (Theo) Schoenmakers;36;
Nederland;L528;;Nederland Lokaal - G.H.H. (Gerard) Kox;35;
Nederland;L528;;Nederland Lokaal - M.P.J. (Michael) Rieter;32;
Nederland;L528;;Nederland Lokaal - F. (Fred) de Groot;30;
Nederland;L528;;Nederland Lokaal - R.A. (René) Kraaijenbrink;30;
Nederland;L528;;Nederland Lokaal - T.A.P.H. (Tijmen) Valkering;30;
Nederland;L528;;Nederland Lokaal - L.H. (Louis) van der Kallen;24;
Nederland;L528;;Nederland Lokaal - Y. (Ytsen) van der Velde;23;
Nederland;L528;;Nederland Lokaal - J.G. (Jan) Ooms;21;
Nederland;L528;;Nederland Lokaal - T. (Teus) Meijdam;21;
Nederland;L528;;Nederland Lokaal - A. (Albert) Holtland;19;
Nederland;L528;;Nederland Lokaal - A.J. (Jos) Schouwenaar;19;
Nederland;L528;;Nederland Lokaal - H.W. (Hein) Mekelenkamp;19;
Nederland;L528;;Nederland Lokaal - E.C. (Erik) van Stuijvenberg;18;
Nederland;L528;;Nederland Lokaal - M.P. (Marek) Karczewski;15;
Nederland;L528;;Nederland Lokaal - E.R. (Ed) Arnold;10;
Nederland;L528;;Liberaal Democratische Partij (LibDem);2126;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - S.E. (Sammy) van Tuyll van Serooskerken;1286;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - P.A. (Petra) de Boevere;268;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - E. (Eleonore) Witteveen;68;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - P.D. (Rikkert) Visser;67;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - F.R. (Frank) Ankersmit;55;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - P.J. (Jaap) van Eenennaam;35;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - B.K. (Bart) van Teeffelen;33;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - P. (Frits) van Endhoven;23;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - C. (Caroline) Besjes-de Ruiter;22;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - J.A.R. (Rob) de Best;22;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - E.H.B. (Ewout) Lubberman;19;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - W. (Wolf) van Ittersum;17;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - H. (Harm) Dorenbos;16;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - J.M. (Marcel) Breet;16;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - S. (Sander) van den Broeke;16;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - C.I. (Ingeborg) van Kempen;14;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - A.J.S. (Bram) Borst;13;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - B. (Bas) van den Berg;13;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - M.W.M. (Martijn) Rosdorff;12;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - J.B. (Jan Bert) de Vries;11;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - M.C. (Mieke) van Kleef;11;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - D. (Diethild) Frisch;10;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - B.M. (Ben) Hilberts;9;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - F.W. (Frank) van Berkel;9;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - G.L. (Gijs) Meerman;9;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - J.H. (Hans) Berends;8;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - L.C. (Lisanne) Hölscher;8;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - P. (Peter) Visser;8;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - J.J. (Jan Jaap) ten Hoor;7;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - D.G. (Dirk) Cohen Tervaert;6;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - P.Y. (Paul) Witteveen;6;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - M.W. (Willem) Dijs;5;
Nederland;L528;;Liberaal Democratische Partij (LibDem) - H.C. (Huub) Zweers;4;
Nederland;L528;;Anti Europa Partij;2013;
Nederland;L528;;Anti Europa Partij - A.G. (Arnold) Reinten;1287;
Nederland;L528;;Anti Europa Partij - G.F. (Gerrie) de Jongh-Gijsberts;285;
Nederland;L528;;Anti Europa Partij - F.A.J. van Dam;205;
Nederland;L528;;Anti Europa Partij - J.T.G. Rijnders;96;
Nederland;L528;;Anti Europa Partij - F. Bergwerf;78;
Nederland;L528;;Anti Europa Partij - S.M. Molina;33;
Nederland;L528;;Anti Europa Partij - C.E. de Vries;21;
Nederland;L528;;Anti Europa Partij - C. (Claudia-Johanna) Pieron;4;
Nederland;L528;;Anti Europa Partij - E. Smit-Kamphorst;4;
Nederland;L528;;Anti Europa Partij - B. Soekhoe;0;
Nederland;L528;;Politieke Partij NXD;62;
Nederland;L528;;Politieke Partij NXD - P.S. Samlal;44;
Nederland;L528;;Politieke Partij NXD - R. Krishnasing;8;
Nederland;L528;;Politieke Partij NXD - N.P.S. Samlal;6;
Nederland;L528;;Politieke Partij NXD - S. Angnoe;4;
Nederland;L528;;Politieke Partij NXD - X.P.S. Samlal;0;
