Year,OuderRegioNaam,Unnamed: 0,Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,PVV (Partij voor de Vrijheid),CDA,Democraten 66 (D66),GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,Volt,JA21,BBB,BIJ1,Piratenpartij,Rooms-Katholieke Staatspartij (RKSP),Sociaal-Democratische Arbeiderspartij (SDAP),Anti-Revolutionaire Partij,Liberale Unie,CHU 1,Vrijzinnig-Democratische Bond (VDB),CHU 2,Vrijheidsbond 1,Vrijheidsbond 2,Communistische Partij van Nederland,HGSP,Christelijk-Historische Unie,Liberale Staatspartij (LSP),Rooms-Katholieke Volkspartij (RKVP),Plattelandersbond,Christelijk-Democratische Unie,Nationaal-Socialistische Beweging (NSB),Katholieke Volkspartij (KVP),Partij van de Vrijheid,Overig,Lijst Welter,Katholieke Nationale Partij,Gereformeerd Politiek Verbond (GPV),Pacifistisch-Socialistische Partij (PSP),Boeren Partij,Democratisch Socialisten '70,Politieke Partij Radikalen (PPR),Nederlandse Middenstands Partij,Rooms Katholieke Partij Nederland (RKPN),Reformatorische Politieke Federatie (RPF),Evangelische Volkspartij,CP,Centrumdemocraten,GL,De Groenen,Algemeen Ouderen Verbond (AOV),Ouderen Unie 55+,Lijst Pim Fortuyn,LN,Verenigde Senioren Partij,ETnNL,TROTS op Nederland Lijst Rita Verdonk,Rechts,Midden ,Links,One issue,Totaal,Man,Vrouw,-20,20-45,45-65,65-80,85,Ongehuwd,Gehuwd,Weduwe,gescheiden,%tov totaal
,Fryslân,18603,384013,352067,2042,0,350025,42995,0,131075,15318,0,300,130718,0,0,0,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,0,0,0,0,0,0,0,0,0,0,0,0,5527,2641,2170,2001,4484,0,402,3189,0,0,0,0,0,0,0,0,0,0,0,0,46014,159995,140939,2170,558533,277823,280710,185142,169716,142451,49987,11239,247442,272793,28652,9647,4%
,Gelderland,39217,1126979,1010927,3911,0,1007016,173519,0,357732,48328,0,4400,310582,0,0,0,37216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5890,0,0,0,0,0,0,0,0,0,0,0,0,7388,8955,13908,5482,17498,0,3625,9476,0,0,0,0,0,0,0,0,0,0,0,0,210735,444047,335309,13908,1639150,815339,823811,543343,498071,418056,146698,32982,726179,800576,84085,28311,12%
,Groningen,22364,388169,345514,1850,0,343664,49355,0,83539,14999,0,917,145782,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14685,0,0,0,0,0,0,0,0,0,0,0,0,13757,4396,2281,1940,6470,0,515,2891,0,0,0,0,0,0,0,0,0,0,0,0,50305,122171,167720,2281,564578,280830,283748,187145,171552,143992,50528,11360,250120,275745,28962,9751,4%
,Limburg,44585,716186,601458,6195,0,595263,87566,0,265498,19564,0,1409,179194,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6693,0,0,0,0,0,0,0,0,0,0,0,0,456,4447,6092,2575,11432,0,6494,322,0,0,0,0,0,0,0,0,0,0,0,0,87878,303766,194318,6092,1041667,518141,523525,345290,316520,265671,93225,20960,461481,508759,53435,17991,8%
,Noord-Brabant,55396,1329194,1143689,6911,0,1136778,178933,0,496553,56471,0,6393,327059,0,0,0,5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6447,0,0,0,0,0,0,0,0,0,0,0,0,1869,8785,12080,5248,18031,0,5759,1595,0,0,0,0,0,0,0,0,0,0,0,0,184750,580278,353932,12080,1933264,961636,971628,640835,587441,493068,173020,38900,856478,944224,99173,33390,14%
,Noord-Holland,38449,1622664,1419246,8426,0,1410820,306799,0,323507,102609,0,2450,499375,0,0,0,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63725,0,0,0,0,0,0,0,0,0,0,0,0,5724,20975,8539,16572,30260,0,6012,5771,0,0,0,0,0,0,0,0,0,0,0,0,313676,473883,603097,8539,2360106,1173954,1186152,782324,717141,601932,211220,47489,1045577,1152697,121069,40763,17%
,Overijssel,18603,660468,606049,1990,0,604059,79698,0,238885,25593,0,1337,187374,0,0,0,17422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516,0,0,0,0,0,0,0,0,0,0,0,0,13231,3171,7508,2665,7859,0,2107,9295,0,0,0,0,0,0,0,0,0,0,0,0,97120,296970,201063,7508,960627,477831,482796,318427,291896,245002,85972,19329,425578,469179,49278,16591,7%
,Total,842,9497999,8365829,48217,0,8317612,1492689,0,2652278,452423,0,24420,2813793,0,0,0,177010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143481,0,0,0,0,0,0,0,0,0,0,0,0,79421,77972,69914,59487,140910,89,33227,53220,0,0,0,0,0,0,0,0,0,0,0,0,1669699,3411568,3119153,69914,13814495,6871547,6942948,4579205,4197667,3523309,1236344,277970,6120117,6747124,708657,238597,100%
,Utrecht,20371,600719,534267,3287,0,530980,117577,0,162194,35075,0,2591,149639,0,0,0,17245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5012,0,0,0,0,0,0,0,0,0,0,0,0,8385,6859,3486,3839,9827,0,2034,4790,0,0,0,0,0,0,0,0,0,0,0,0,134822,222305,167940,3486,873724,434604,439120,289621,265489,222838,78195,17581,387078,426735,44820,15091,6%
,Zeeland,13500,231815,205436,906,0,204530,35432,0,61051,9059,0,186,66609,0,0,0,17145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,3370,926,2127,1125,3135,0,678,1966,0,0,0,0,0,0,0,0,0,0,0,0,52577,79259,69736,2127,337167,167712,169455,111763,102451,85992,30175,6784,149372,164675,17296,5823,2%
,Zuid-Holland,67354,2133091,1870272,11378,0,1858894,370380,0,457111,112645,0,3996,704940,0,0,0,69802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24592,0,0,0,0,0,0,0,0,0,0,0,0,14790,15193,8315,16454,27820,89,5193,11772,0,0,0,0,0,0,0,0,0,0,0,0,440182,629420,765175,8315,3102503,1543234,1559269,1028413,942725,791276,277662,62427,1374475,1515291,159152,53585,22%
1981,Drenthe,14039,297822,271185,992,0,270193,48035,0,66991,25077,0,513,104325,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510,0,0,0,0,0,0,0,0,0,0,0,0,4302,3389,0,994,4379,0,0,4161,2325,146,0,0,0,0,0,0,0,0,0,0,48860,107235,112731,146,421647,209167,212480,130448,134287,108185,39140,9588,185014,203752,22701,10180,3%
,Fryslân,17859,410816,376366,1909,0,374457,47690,0,124243,35641,0,465,124372,0,0,0,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6184,0,0,0,0,0,0,0,0,0,0,0,0,5338,6377,0,1266,6617,0,0,7819,3875,125,0,0,0,0,0,0,0,0,0,0,50605,183533,138664,125,581620,288525,293095,179940,185235,149231,53989,13226,255208,281056,31313,14043,4%
,Gelderland,33756,1199745,1067241,5066,0,1062175,176356,0,365591,108308,0,4605,276698,0,0,0,35791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8134,0,0,0,0,0,0,0,0,0,0,0,0,5499,22136,0,4140,22623,0,0,17971,6028,641,0,0,0,0,0,0,0,0,0,0,212147,526020,315713,641,1698562,842608,855954,525494,540960,435814,157669,38624,745308,820795,91448,41011,12%
,Groningen,20441,406419,360704,1501,0,359203,48131,0,76911,31739,0,1357,141002,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14758,0,0,0,0,0,0,0,0,0,0,0,0,13357,9340,0,1489,7997,0,0,6167,3908,143,0,0,0,0,0,0,0,0,0,0,48903,140079,167946,143,575395,285437,289958,178014,183253,147634,53411,13084,252476,278048,30978,13893,4%
,Limburg,42841,764659,642330,5332,0,636998,80185,0,276054,71114,0,2247,161291,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,0,0,0,0,0,0,0,0,0,0,0,0,499,10065,0,1801,12356,0,0,752,650,322,0,0,0,0,0,0,0,0,0,0,80718,361425,182134,322,1082580,537037,545543,334925,344782,277766,100491,24617,475023,523135,58284,26138,8%
,Noord-Brabant,53229,1438874,1231305,6985,0,1224320,177356,0,522565,136722,0,8035,289411,0,0,0,5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10708,0,0,0,0,0,0,0,0,0,0,0,0,1597,23665,0,4405,23309,0,0,4088,2248,858,0,0,0,0,0,0,0,0,0,0,183280,690529,336224,858,2037113,1010554,1026559,630234,648782,522679,189096,46322,893860,984393,109675,49185,14%
,Noord-Holland,31789,1662054,1424185,9336,0,1414849,301754,0,320955,174962,0,2772,401200,0,0,0,6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74341,0,0,0,0,0,0,0,0,0,0,0,0,4014,49394,0,13046,33685,0,0,11333,6211,5509,0,0,0,0,0,0,0,0,0,0,308019,551160,540753,5509,2353084,1167298,1185786,727988,749413,603750,218426,53507,1032504,1137080,126686,56814,17%
,Overijssel,17855,704254,641843,1789,0,640054,84488,0,241747,59061,0,1715,171833,0,0,0,17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6725,0,0,0,0,0,0,0,0,0,0,0,0,13201,7718,0,2141,9712,0,0,15400,3841,341,0,0,0,0,0,0,0,0,0,0,102382,342962,190132,341,997061,494613,502447,308467,317545,255824,92552,22672,437498,481809,53680,24074,7%
,Total,809,10035951,8739070,47404,0,8691666,1505382,0,2678241,961063,0,30378,2458313,0,0,0,171326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178284,0,0,0,0,0,0,0,0,0,0,0,0,70878,184422,0,48574,171049,0,0,108365,45187,12242,0,0,0,0,0,0,0,0,0,0,1676708,4034783,2899971,12242,14208586,7048474,7160112,4395798,4525169,3645612,1318916,323091,6234552,6866010,764965,343059,100%
,Utrecht,19562,640324,563590,2903,0,560687,122940,0,162019,63653,0,1997,126596,0,0,0,16637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8113,0,0,0,0,0,0,0,0,0,0,0,0,7714,14199,0,3241,14138,0,0,9904,3570,1079,0,0,0,0,0,0,0,0,0,0,139577,260998,154146,1079,906551,449714,456837,280465,288719,232601,84151,20614,397783,438072,48807,21888,6%
,Zeeland,12977,247501,217689,893,0,216796,36946,0,64000,21465,0,278,58948,0,0,0,17284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,2635,2438,0,848,3859,0,0,4082,1081,273,0,0,0,0,0,0,0,0,0,0,54230,97122,64092,273,350404,173826,176579,108407,111597,89906,32526,7968,153753,169326,18865,8460,2%
,Zuid-Holland,61137,2212983,1898790,10579,0,1888211,373250,0,448068,226945,0,6330,589170,0,0,0,66208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35479,0,0,0,0,0,0,0,0,0,0,0,0,12271,34939,0,14905,31314,0,0,26034,11084,2669,0,0,0,0,0,0,0,0,0,0,439458,755716,680823,2669,3133072,1554228,1578845,969298,997825,803878,290828,71243,1374753,1513993,168679,75646,22%
1982,Drenthe,13426,303232,264708,895,0,263813,57626,0,62486,10195,0,710,108359,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368,0,0,0,0,0,0,0,0,0,0,0,0,4171,3366,0,681,3384,0,0,4497,2688,577,0,0,0,0,0,0,0,0,0,0,58247,87421,116484,577,424184,210270,213913,128592,136804,109252,39565,9970,185870,204018,23088,11208,3%
,Fryslân,17075,417579,366887,1342,0,365545,64403,0,115081,11627,0,747,135209,0,0,0,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885,0,0,0,0,0,0,0,0,0,0,0,0,5150,5574,0,1026,4599,0,0,8348,5138,582,0,0,0,0,0,0,0,0,0,0,66680,149943,147441,582,584141,289562,294579,177084,188392,150451,54484,13730,255961,280952,31794,15435,4%
,Gelderland,32295,1222585,1019710,3485,0,1016225,226920,0,330242,42782,0,5812,284911,0,0,0,33142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,0,0,0,0,0,0,0,0,0,0,0,0,5088,20990,0,2767,18082,0,0,21259,7683,3266,0,0,0,0,0,0,0,0,0,0,260062,425136,322839,3266,1710244,847778,862466,518465,551573,440488,159519,40198,749401,822568,93086,45189,12%
,Groningen,19540,412205,347951,1439,0,346512,58485,0,72326,11857,0,1690,146150,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14622,0,0,0,0,0,0,0,0,0,0,0,0,13131,8088,0,1146,5760,0,0,6352,4583,720,0,0,0,0,0,0,0,0,0,0,59074,114009,171696,720,576623,285835,290788,174805,185968,148514,53783,13553,252667,277336,31385,15236,4%
,Limburg,27556,778728,583360,4185,0,579175,107914,0,248188,27075,0,3772,151651,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5701,0,0,0,0,0,0,0,0,0,0,0,0,407,12497,0,1501,10823,0,0,1037,772,1245,0,0,0,0,0,0,0,0,0,0,108171,288302,175122,1245,1089343,539994,549350,330237,351325,280570,101606,25604,477332,523936,59291,28784,8%
,Noord-Brabant,50897,1470605,1151298,5331,0,1145967,255899,0,459219,52944,0,10991,281424,0,0,0,5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9581,0,0,0,0,0,0,0,0,0,0,0,0,1469,25775,0,3600,19379,0,0,4614,3107,4995,0,0,0,0,0,0,0,0,0,0,261307,540732,331371,4995,2057193,1019762,1037431,623643,663468,529848,191880,48353,901428,989438,111969,54357,14%
,Noord-Holland,30399,1675624,1336030,6443,0,1329587,361509,0,288592,60361,0,5334,420435,0,0,0,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57396,0,0,0,0,0,0,0,0,0,0,0,0,3415,49646,0,7316,26040,0,0,12515,7596,18584,0,0,0,0,0,0,0,0,0,0,366299,398519,540127,18584,2343989,1161929,1182060,710586,755963,603715,218631,55094,1027098,1127377,127579,61935,16%
,Overijssel,17066,718468,620787,2126,0,618661,112177,0,224714,24219,0,2618,174826,0,0,0,16251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6159,0,0,0,0,0,0,0,0,0,0,0,0,12748,8071,0,1504,8661,0,0,17386,4607,1782,0,0,0,0,0,0,0,0,0,0,128428,292335,193178,1782,1005047,498208,506840,304683,324139,258859,93744,23623,440395,483393,54703,26556,7%
,Total,774,10212368,8273631,37115,0,8236516,1900763,0,2420441,351278,0,44959,2503517,0,0,0,156636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147753,0,0,0,0,0,0,0,0,0,0,0,0,67163,187547,0,31047,136446,0,0,124235,56466,68423,0,0,0,0,0,0,0,0,0,0,2057399,3156029,2914823,68423,14285829,7081566,7204263,4330786,4607340,3679442,1332480,335781,6259816,6870988,777553,377472,100%
,Utrecht,18714,654062,539214,1951,0,537263,148210,0,146631,24305,0,2705,136165,0,0,0,14942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7451,0,0,0,0,0,0,0,0,0,0,0,0,7557,14038,0,2073,10092,0,0,11569,5000,4553,0,0,0,0,0,0,0,0,0,0,163152,205154,162432,4553,914951,453546,461405,277370,295082,235654,85340,21505,400917,440060,49799,24176,6%
,Zeeland,12404,251445,206883,802,0,206081,47905,0,56537,8449,0,671,57404,0,0,0,16929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,2460,2690,0,641,2939,0,0,4714,1816,947,0,0,0,0,0,0,0,0,0,0,64834,76915,62718,947,351740,174360,177381,106631,113440,90594,32808,8267,154127,169175,19145,9294,2%
,Zuid-Holland,58485,2246030,1786252,8964,0,1777288,446854,0,407095,74903,0,9660,589029,0,0,0,61176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26901,0,0,0,0,0,0,0,0,0,0,0,0,11105,35706,0,8574,25666,0,0,31214,12985,30269,0,0,0,0,0,0,0,0,0,0,508030,562968,669870,30269,3141916,1557465,1584450,952480,1013303,809228,293055,73849,1376736,1511152,171009,83018,22%
1986,Drenthe,12380,319528,289329,760,0,288569,51466,0,77797,14995,0,661,125651,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,5088,2004,0,0,3257,0,0,3124,870,0,443,0,0,0,0,0,0,0,0,0,52077,105574,129375,0,432807,214015,218792,119708,144886,115512,41310,11391,188362,204344,24377,15723,3%
,Flevoland,2217,119390,103227,222,0,103005,17740,0,30717,8166,0,253,34649,0,0,0,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,1699,772,0,0,1359,0,0,1973,285,883,91,0,0,0,0,0,0,0,0,0,20416,44290,36488,883,161716,79966,81751,44728,54136,43160,15435,4256,70381,76352,9108,5875,1%
,Fryslân,11109,434149,393106,1150,0,391956,50972,0,136512,20189,0,628,154669,0,0,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,0,0,0,0,0,0,0,6387,3298,0,0,4483,0,0,5570,1996,517,152,0,0,0,0,0,0,0,0,0,53362,175289,160405,517,588064,290787,297277,162650,196860,156948,56129,15477,255932,277647,33122,21363,4%
,Gelderland,28749,1292740,1137092,3169,0,1133923,186245,0,424923,61038,0,3095,357278,0,0,0,34317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,0,0,0,0,0,0,0,0,0,0,0,0,7918,12668,0,0,15582,0,0,14849,2633,2226,677,0,0,0,0,0,0,0,0,0,220562,527620,377206,2226,1751043,865859,885184,484313,586177,467336,167132,46085,762073,826733,98625,63612,12%
,Groningen,17970,424337,372763,1110,0,371653,50029,0,85295,19988,0,1733,174157,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5454,0,0,0,0,0,0,0,0,0,0,0,0,14468,5538,0,0,5914,0,0,4176,1409,543,244,0,0,0,0,0,0,0,0,0,50622,131494,186882,543,574773,284215,290558,158974,192410,153401,54861,15127,250148,271372,32373,20880,4%
,Limburg,25317,814725,677310,3090,0,674220,76373,0,310389,29717,0,2148,229047,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,865,5430,0,0,6559,0,0,847,547,2182,0,0,0,0,0,0,0,0,0,0,76674,348924,238751,2182,1103562,545691,557871,305229,369427,294529,105332,29044,480282,521033,62157,40090,8%
,Noord-Brabant,46849,1556238,1320980,3923,0,1317057,202723,0,582675,73081,0,8714,389457,0,0,0,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4134,0,0,0,0,0,0,0,0,0,0,0,0,2552,14157,0,0,14425,0,0,3478,1742,3488,1132,0,0,0,0,0,0,0,0,0,208463,679085,416462,3488,2107957,1042346,1065611,583030,705657,562592,201199,55478,917405,995245,118728,76578,15%
,Noord-Holland,27996,1727877,1446487,4026,0,1442461,310174,0,399781,111377,0,2998,497617,0,0,0,4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20367,0,0,0,0,0,0,0,0,0,0,0,0,5866,29047,0,0,21976,0,0,7725,3004,9739,3724,0,0,0,0,0,0,0,0,0,315099,553453,550029,9739,2340445,1157307,1183138,647333,783485,624641,223389,61597,1018587,1105011,131823,85024,16%
,Overijssel,14738,719468,646807,1396,0,645411,85607,0,265452,31052,0,1882,201293,0,0,0,14107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,0,0,0,0,0,0,0,0,0,0,0,0,14599,5058,0,0,6929,0,0,10982,1808,986,316,0,0,0,0,0,0,0,0,0,99714,331138,210565,986,974534,481889,492645,269542,326234,260093,93017,25648,424128,460114,54889,35403,7%
,Total,715,10726621,9199621,27462,0,9172159,1596991,0,3172918,562466,0,32144,3051678,0,0,0,159740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57847,0,0,0,0,0,0,0,0,0,0,0,0,88381,110182,0,0,115203,0,0,83582,21998,36741,12277,0,0,0,0,0,0,0,0,0,1756731,4056825,3251851,36741,14529430,7184538,7344892,4018630,4863855,3877757,1386796,382392,6323365,6859886,818352,527827,100%
,Utrecht,17189,691638,602229,1707,0,600522,129470,0,202866,41898,0,2091,159827,0,0,0,15025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3563,0,0,0,0,0,0,0,0,0,0,0,0,9587,9702,0,0,10197,0,0,7053,1962,2448,799,0,0,0,0,0,0,0,0,0,144495,274362,175183,2448,936838,463249,473589,259116,313615,250033,89419,24656,407722,442316,52766,34034,6%
,Zeeland,11405,259483,224607,735,0,223872,39887,0,73688,12351,0,278,66325,0,0,0,17621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,3193,1476,0,0,2295,0,0,3251,732,550,275,0,0,0,0,0,0,0,0,0,57508,95785,68559,550,351475,173798,177677,97213,117659,93805,33547,9250,152966,165945,19796,12768,2%
,Zuid-Holland,39237,2327192,1955866,5822,0,1950044,384648,0,574264,137055,0,7613,657038,0,0,0,61005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11434,0,0,0,0,0,0,0,0,0,0,0,0,15777,20671,0,0,21951,0,0,20270,4897,13009,4321,0,0,0,0,0,0,0,0,0,445653,778535,696756,13009,3152230,1558720,1593510,871861,1055237,841298,300872,82962,1371884,1488285,177545,114515,22%
1989,Drenthe,12209,333673,290529,1033,0,289496,44106,0,79529,18908,0,549,126174,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5854,0,0,0,0,0,0,3036,0,0,839,8235,550,0,0,0,0,0,0,0,44853,108166,135508,0,445413,220118,225295,116570,146806,125568,43883,12586,193951,208088,25427,17946,3%
,Flevoland,2185,141111,113039,303,0,112736,19799,0,32197,10351,0,242,35428,0,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,0,0,0,0,2292,0,0,1603,4456,402,0,0,0,0,0,0,0,22770,48833,40528,0,188366,93089,95278,49298,62085,53103,18558,5323,82022,88001,10753,7590,1%
,Fryslân,10970,447496,389177,1219,0,387958,42682,0,134216,24934,0,422,153262,0,0,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7767,0,0,0,0,0,0,5522,0,0,927,13387,1001,0,0,0,0,0,0,0,45117,173366,168072,0,597353,295205,302148,156334,196885,168402,58853,16880,260112,279072,34101,24068,4%
,Gelderland,28081,1348345,1116176,3048,0,1113128,149185,0,425824,78142,0,3541,340094,0,0,0,36262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11460,0,0,0,0,0,0,15565,0,0,4931,41101,3169,0,0,0,0,0,0,0,185447,535922,387905,0,1799878,889480,910398,471049,593232,507409,177329,50859,783740,840867,102750,72520,12%
,Groningen,17738,430248,361143,1028,0,360115,41588,0,84175,25171,0,1336,163724,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15138,0,0,0,0,0,0,3993,0,0,1100,19295,1012,0,0,0,0,0,0,0,42327,129577,185367,0,574329,283827,290502,150309,189296,161911,56584,16229,250086,268315,32787,23141,4%
,Limburg,25002,838913,644991,2286,0,642705,58134,0,301547,35026,0,3482,214500,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,793,0,0,3198,19128,1607,0,0,0,0,0,0,0,58657,342131,238717,0,1119848,553417,566431,293077,369097,315700,110330,31644,487627,523171,63929,45121,8%
,Noord-Brabant,46229,1635853,1281262,3538,0,1277724,154921,0,576140,92398,0,13682,367170,0,0,0,6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4026,0,0,0,0,0,0,3487,0,0,8294,42710,3560,0,0,0,0,0,0,0,161208,684345,427122,0,2183666,1079144,1104522,571491,719727,615604,215141,61704,950857,1020166,124660,87984,15%
,Noord-Holland,27624,1772273,1381831,4033,0,1377798,259761,0,387763,136911,0,2844,444444,0,0,0,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7959,0,0,0,0,0,0,7940,0,0,19089,85912,9100,0,0,0,0,0,0,0,264874,559662,542300,0,2365771,1169138,1196632,619149,779747,666942,233082,66850,1030153,1105241,135056,95321,16%
,Overijssel,14551,750496,642154,1306,0,640848,68194,0,269443,38969,0,1371,196084,0,0,0,14993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16769,0,0,0,0,0,0,11182,0,0,2142,18299,1130,0,0,0,0,0,0,0,83187,338505,216884,0,1001822,495089,506732,262188,330196,282427,98702,28309,436234,468031,57191,40365,7%
,Total,702,11091070,8902903,26389,0,8876514,1290427,0,3135056,700538,0,38829,2832739,0,0,0,165918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109458,0,0,0,0,0,0,85081,0,0,81337,361324,30698,0,0,0,0,0,0,0,1456345,4111470,3263590,0,14805240,7316590,7488650,3874701,4879741,4173791,1458653,418354,6446803,6916716,845193,596528,100%
,Utrecht,12332,748243,610014,1640,0,608374,109478,0,208680,56427,0,2244,153002,0,0,0,16339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12072,0,0,0,0,0,0,7981,0,0,6696,31122,2045,0,0,0,0,0,0,0,125817,291856,188413,0,998814,493603,505211,261401,329205,281579,98406,28224,434924,466626,57020,40244,7%
,Zeeland,11252,265016,216147,701,0,215446,30374,0,72995,14346,0,337,63686,0,0,0,17827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,3404,0,0,1436,6060,535,0,0,0,0,0,0,0,48201,95938,70618,0,353764,174827,178938,92584,116599,99731,34854,9996,154043,165272,20195,14254,2%
,Zuid-Holland,37878,2379403,1856440,6254,0,1850186,312205,0,562547,168955,0,8779,575171,0,0,0,61682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20699,0,0,0,0,0,0,19886,0,0,31082,71619,6587,0,0,0,0,0,0,0,373887,803169,662156,0,3176216,1569652,1606564,831252,1046867,895417,312930,89751,1383053,1483865,181322,127975,21%
1994,Drenthe,11031,345853,285035,0,620,284415,51894,0,56353,39612,0,2745,98157,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6773,0,0,0,0,0,0,4700,0,0,3438,7071,315,5970,1781,0,0,0,0,0,52581,110876,108288,7751,463160,229017,234143,113247,151294,137997,46604,14017,201935,213593,26476,21155,3%
